Time,x,y
1021010.514562,-2.644017,-1.287833
1029049.967433,-2.807363,-0.838515
1037089.420303,-2.803794,-0.665571
1045128.873174,-2.847045,-0.976194
1053168.326044,-2.662416,-0.290563
1061207.778915,-3.018549,-0.437468
1069247.231786,-2.930171,-0.029286
1077286.684656,-2.829883,-0.089913
1085326.137527,-3.125808,0.151308
1093365.590397,-2.979724,0.514800
1101405.043268,-3.007936,0.588507
1109444.496138,-2.828679,0.808491
1117483.949009,-2.815957,0.775157
1125523.401880,-2.630531,0.936904
1133562.854750,-2.527838,1.058826
1141602.307621,-2.482026,1.334647
1149641.760491,-2.256898,1.393137
1157681.213362,-2.452425,1.740112
1165720.666232,-2.228708,1.719077
1173760.119103,-2.142769,1.971864
1181799.571974,-1.957810,1.883280
1189839.024844,-1.915390,1.980316
1197878.477715,-1.729734,2.389990
1205917.930585,-1.586817,2.401475
1213957.383456,-1.647871,2.484835
1221996.836326,-1.430689,2.347368
1230036.289197,-1.163709,2.665526
1238075.742068,-1.046652,2.414643
1246115.194938,-0.848901,2.385609
1254154.647809,-0.805519,2.389907
1262194.100679,-0.525942,2.509450
1270233.553550,-0.553871,2.540750
1278273.006420,-0.282304,2.526582
1286312.459291,-0.000740,2.753270
1294351.912162,0.084506,2.789235
1302391.365032,0.257688,2.679490
1310430.817903,0.270606,2.631421
1318470.270773,0.604673,2.719023
1326509.723644,0.681487,2.754245
1334549.176514,0.952358,2.527775
1342588.629385,1.060169,2.754263
1350628.082256,1.295380,2.740370
1358667.535126,1.442196,2.361606
1366706.987997,1.676549,2.030480
1374746.440867,1.723992,2.159842
1382785.893738,1.771726,2.025334
1390825.346608,1.941975,1.888321
1398864.799479,1.931862,1.803963
1406904.252349,2.180554,1.539192
1414943.705220,2.286666,1.801817
1422983.158091,2.469856,1.708533
1431022.610961,2.461427,1.261459
1439062.063832,2.511062,1.263104
1447101.516702,2.661202,0.961913
1455140.969573,2.659709,0.881456
1463180.422443,2.669498,0.508084
1471219.875314,2.676549,0.668384
1479259.328185,2.883790,0.379340
1487298.781055,2.868331,0.366062
1495338.233926,2.954765,0.059754
1503377.686796,2.924416,0.148360
1511417.139667,2.894857,-0.188645
1519456.592537,2.841141,-0.349679
1527496.045408,2.857431,-0.179353
1535535.498279,2.730458,-0.653037
1543574.951149,2.792215,-0.669198
1551614.404020,2.778607,-0.990797
1559653.856890,2.748388,-0.830298
1567693.309761,2.474037,-1.181245
1575732.762631,2.435540,-1.963410
1583772.215502,2.421392,-1.433953
1591811.668373,2.438939,-1.398282
1599851.121243,2.289093,-1.966577
1607890.574114,2.140323,-1.622770
1615930.026984,2.029587,-1.906656
1623969.479855,1.890689,-2.123309
1632008.932725,1.686958,-2.303719
1640048.385596,1.595468,-2.297021
1648087.838467,1.481767,-2.321657
1656127.291337,1.434298,-2.431241
1664166.744208,1.231943,-2.440457
1672206.197078,0.987813,-2.414448
1680245.649949,0.947597,-2.837028
1688285.102819,0.792216,-2.762177
1696324.555690,0.512286,-2.832524
1704364.008561,0.357314,-2.818108
1712403.461431,0.250851,-2.638868
1720442.914302,0.052951,-2.812551
1728482.367172,-0.177837,-2.599420
1736521.820043,-0.324021,-2.704724
1744561.272913,-0.506687,-2.808380
1752600.725784,-0.750506,-2.480009
1760640.178655,-0.747953,-2.640984
1768679.631525,-1.021761,-2.524855
1776719.084396,-1.028751,-2.507641
1784758.537266,-1.272885,-2.538540
1792797.990137,-1.491768,-2.403817
1800837.443007,-1.757955,-2.281815
1808876.895878,-1.701171,-2.306042
1816916.348748,-1.791824,-2.237959
1824955.801619,-1.855252,-2.109687
1832995.254490,-2.152699,-1.795317
1841034.707360,-2.321583,-1.658421
1849074.160231,-2.405917,-1.635038
1857113.613101,-2.473866,-1.772366
1865153.065972,-2.587429,-1.422759
1873192.518842,-2.551178,-1.110313
1881231.971713,-2.604677,-1.068560
1889271.424584,-2.530388,-1.197728
1897310.877454,-2.833543,-0.891615
1905350.330325,-2.739842,-0.681474
1913389.783195,-2.896019,-0.534346
1921429.236066,-2.898114,-0.392390
1929468.688936,-2.934509,0.019705
1937508.141807,-2.823211,-0.171455
1945547.594678,-2.963272,0.217059
1953587.047548,-2.960476,0.399778
1961626.500419,-2.853794,0.662694
1969665.953289,-2.918310,0.563984
1977705.406160,-2.897807,0.853198
1985744.859030,-2.831732,1.143505
1993784.311901,-2.687025,1.013047
2001823.764772,-2.685494,1.144605
2009863.217642,-2.485639,1.603008
2017902.670513,-2.441960,1.282064
2025942.123383,-2.201778,1.573568
2033981.576254,-2.215782,1.608179
2042021.029124,-2.102551,1.803774
2050060.481995,-1.917317,1.575228
2058099.934866,-2.013746,1.881791
2066139.387736,-1.627384,2.212561
2074178.840607,-1.547908,2.421595
2082218.293477,-1.485642,2.288387
2090257.746348,-1.329139,2.243399
2098297.199218,-1.127417,2.540629
2106336.652089,-1.047159,2.445351
2114376.104960,-0.782946,2.379211
2122415.557830,-0.690965,2.400419
2130455.010701,-0.469355,2.721992
2138494.463571,-0.278036,2.750614
2146533.916442,-0.146356,2.722845
2154573.369312,-0.003094,2.547166
2162612.822183,0.181474,2.568776
2170652.275054,0.366212,2.722029
2178691.727924,0.600849,2.782446
2186731.180795,0.701964,2.730647
2194770.633665,0.863251,2.644443
2202810.086536,1.079518,2.630482
2210849.539406,0.997266,2.406786
2218888.992277,1.293921,2.176563
2226928.445147,1.361674,2.167569
2234967.898018,1.527216,2.174859
2243007.350889,1.739834,1.954387
2251046.803759,1.900233,2.293056
2259086.256630,1.963909,1.814352
2267125.709500,2.204437,2.043733
2275165.162371,2.153148,1.761116
2283204.615241,2.256343,1.397169
2291244.068112,2.374147,1.116274
2299283.520983,2.430123,1.668250
2307322.973853,2.495012,1.143835
2315362.426724,2.712425,1.019280
2323401.879594,2.608503,0.940381
2331441.332465,2.753226,0.794966
2339480.785335,2.979776,0.591283
2347520.238206,2.846378,0.821129
2355559.691077,2.886514,0.173041
2363599.143947,2.724699,0.162999
2371638.596818,2.876200,0.001572
2379678.049688,2.974503,-0.272517
2387717.502559,2.952503,-0.289767
2395756.955429,2.811135,-0.347838
2403796.408300,2.654078,-0.687384
2411835.861171,2.689037,-0.834870
2419875.314041,2.767283,-0.951678
2427914.766912,2.734962,-0.997243
2435954.219782,2.630898,-1.205893
2443993.672653,2.403983,-1.019110
2452033.125523,2.347234,-1.581878
2460072.578394,2.225301,-1.835316
2468112.031265,2.177724,-1.596765
2476151.484135,2.123973,-1.942556
2484190.937006,2.133195,-2.204801
2492230.389876,1.884345,-2.211554
2500269.842747,1.494111,-2.347491
2508309.295617,1.607459,-2.508020
2516348.748488,1.521684,-2.630415
2524388.201359,1.123311,-2.490273
2532427.654229,1.221164,-2.626576
2540467.107100,1.012914,-2.381715
2548506.559970,0.821506,-2.538501
2556546.012841,0.621464,-2.555458
2564585.465711,0.493969,-2.805202
2572624.918582,0.374618,-2.794109
2580664.371452,0.234115,-2.524123
2588703.824323,0.099368,-2.426250
2596743.277194,-0.280296,-2.633243
2604782.730064,-0.436759,-2.659852
2612822.182935,-0.399788,-2.373214
2620861.635805,-0.790049,-2.687380
2628901.088676,-0.757442,-2.623659
2636940.541546,-0.945661,-2.700701
2644979.994417,-1.178250,-2.232699
2653019.447288,-1.433632,-2.172633
2661058.900158,-1.656695,-2.341517
2669098.353029,-1.761936,-2.195596
2677137.805899,-1.873871,-2.145701
2685177.258770,-1.980121,-1.818964
2693216.711640,-2.124403,-1.653248
2701256.164511,-2.117346,-2.010912
2709295.617382,-2.228534,-1.771981
2717335.070252,-2.384116,-1.442188
2725374.523123,-2.466278,-1.737323
2733413.975993,-2.558373,-1.272666
2741453.428864,-2.558894,-1.126064
2749492.881734,-2.665981,-1.093047
2757532.334605,-2.772494,-0.990320
2765571.787476,-2.762041,-0.702623
2773611.240346,-2.750165,-0.522153
2781650.693217,-2.642916,-0.733330
2789690.146087,-2.941243,-0.113963
2797729.598958,-2.898768,-0.218928
2805769.051828,-3.075375,0.277449
2813808.504699,-2.873883,0.399870
2821847.957570,-2.885581,0.502348
2829887.410440,-2.850934,0.437207
2837926.863311,-2.695506,0.832375
2845966.316181,-2.661121,0.758823
2854005.769052,-2.727928,1.031254
2862045.221922,-2.528334,1.120588
2870084.674793,-2.559457,1.375661
2878124.127664,-2.516130,1.331384
2886163.580534,-2.307657,1.556671
2894203.033405,-2.254140,1.618059
2902242.486275,-2.199561,1.965059
2910281.939146,-2.061274,1.871390
2918321.392016,-1.833269,2.056349
2926360.844887,-1.751322,2.138768
2934400.297758,-1.590558,2.337378
2942439.750628,-1.456990,2.307174
2950479.203499,-1.371661,2.447350
2958518.656369,-1.259065,2.469156
2966558.109240,-1.185899,2.525839
2974597.562110,-0.941142,2.263395
2982637.014981,-0.700242,2.615560
2990676.467851,-0.511755,2.635119
2998715.920722,-0.544613,2.883071
3006755.373593,-0.297113,2.629212
3014794.826463,-0.092510,2.693647
3022834.279334,0.147459,2.754314
3030873.732204,0.315399,2.891778
3038913.185075,0.467463,2.746262
3046952.637945,0.575721,2.284740
3054992.090816,0.740847,2.522723
3063031.543687,0.998061,2.827726
3071070.996557,1.152104,2.376646
3079110.449428,1.352005,2.413257
3087149.902298,1.444615,2.347610
3095189.355169,1.512633,2.031309
3103228.808039,1.722972,2.245829
3111268.260910,1.713742,2.198471
3119307.713781,1.951713,2.202481
3127347.166651,1.969815,1.874057
3135386.619522,2.023531,1.668349
3143426.072392,2.335528,1.766199
3151465.525263,2.429871,1.273458
3159504.978133,2.599629,1.540806
3167544.431004,2.568413,1.370582
3175583.883875,2.638413,1.005920
3183623.336745,2.508935,1.030992
3191662.789616,2.687803,0.477421
3199702.242486,2.847227,0.898824
3207741.695357,2.776583,0.634435
3215781.148227,2.955258,0.321415
3223820.601098,2.854959,0.234312
3231860.053969,2.866150,0.305471
3239899.506839,2.883576,0.072935
3247938.959710,2.751388,-0.449600
3255978.412580,2.825465,-0.556420
3264017.865451,2.787215,-0.666458
3272057.318321,2.695776,-1.057925
3280096.771192,2.658632,-1.117118
3288136.224063,2.823866,-1.261176
3296175.676933,2.526733,-0.905670
3304215.129804,2.572429,-1.469105
3312254.582674,2.495167,-1.436973
3320294.035545,2.316623,-1.451071
3328333.488415,2.236042,-1.627754
3336372.941286,2.099115,-1.925229
3344412.394157,1.936792,-1.966800
3352451.847027,1.917245,-2.176289
3360491.299898,1.935725,-2.103142
3368530.752768,1.663987,-1.921387
3376570.205639,1.445161,-2.280423
3384609.658509,1.398474,-2.426572
3392649.111380,1.139373,-2.626898
3400688.564250,0.937573,-2.704193
3408728.017121,0.866411,-2.388538
3416767.469992,0.763503,-2.378888
3424806.922862,0.584238,-2.544849
3432846.375733,0.386806,-2.681719
3440885.828603,0.349810,-3.157393
3448925.281474,0.041668,-2.577985
3456964.734344,-0.112634,-2.599082
3465004.187215,-0.181853,-2.684114
3473043.640086,-0.490299,-2.538111
3481083.092956,-0.672470,-2.720517
3489122.545827,-0.834046,-2.538324
3497161.998697,-1.152887,-2.571938
3505201.451568,-1.175616,-2.454519
3513240.904438,-1.407727,-2.416255
3521280.357309,-1.343653,-2.288277
3529319.810180,-1.582395,-2.036272
3537359.263050,-1.580869,-2.212318
3545398.715921,-2.173866,-2.215047
3553438.168791,-1.913962,-1.727550
3561477.621662,-2.080960,-1.958072
3569517.074532,-2.162566,-1.611939
3577556.527403,-2.520725,-1.898718
3585595.980274,-2.499664,-1.364759
3593635.433144,-2.572730,-1.223793
3601674.886015,-2.493461,-1.291356
3609714.338885,-2.755315,-1.106989
3617753.791756,-2.684774,-1.121304
3625793.244626,-2.879854,-0.957138
3633832.697497,-2.768384,-0.725739
3641872.150368,-2.957645,-0.522561
3649911.603238,-2.904055,-0.182473
3657951.056109,-2.956886,-0.367026
3665990.508979,-2.904412,-0.315165
3674029.961850,-2.918690,0.014756
3682069.414720,-2.873239,0.249870
3690108.867591,-2.863741,0.492106
3698148.320462,-2.652010,0.476720
3706187.773332,-2.730879,0.898961
3714227.226203,-2.842441,0.837343
3722266.679073,-2.724631,1.164870
3730306.131944,-2.584995,1.380432
3738345.584814,-2.585699,1.390676
3746385.037685,-2.353347,1.655292
3754424.490556,-2.387566,1.774793
3762463.943426,-2.261498,1.804601
3770503.396297,-2.045025,1.932972
3778542.849167,-1.998701,2.080727
3786582.302038,-1.728019,2.236382
3794621.754908,-1.734145,2.273318
3802661.207779,-1.596594,2.279420
3810700.660649,-1.416967,2.190202
3818740.113520,-1.348538,2.366585
3826779.566391,-1.215149,2.634642
3834819.019261,-0.993885,2.595742
3842858.472132,-0.907544,2.698366
3850897.925002,-0.759415,2.590680
3858937.377873,-0.616102,2.676042
3866976.830743,-0.339343,2.823665
3875016.283614,-0.123314,2.696135
3883055.736485,0.099200,2.725737
3891095.189355,0.241444,2.824814
3899134.642226,0.378791,2.769765
3907174.095096,0.484907,2.532349
3915213.547967,0.569358,2.629058
3923253.000837,0.716263,2.582069
3931292.453708,1.137368,2.730153
3939331.906579,1.357077,2.633299
3947371.359449,1.167050,2.531962
3955410.812320,1.484342,2.482923
3963450.265190,1.837559,2.023846
3971489.718061,1.855039,2.280602
3979529.170931,1.838939,1.967184
3987568.623802,1.940393,1.957716
3995608.076673,2.101580,1.788818
4003647.529543,2.360370,1.671058
4011686.982414,2.301079,1.792642
4019726.435284,2.375541,1.618423
4027765.888155,2.466868,1.525555
4035805.341025,2.644783,0.844645
4043844.793896,2.582414,1.087390
4051884.246767,2.624068,1.000389
4059923.699637,2.844745,0.593904
4067963.152508,2.770209,0.528256
4076002.605378,2.953553,0.429564
4084042.058249,2.974292,0.176190
4092081.511119,2.992226,0.184095
4100120.963990,2.856856,-0.049839
4108160.416861,2.837967,0.010936
4116199.869731,2.921293,-0.321430
4124239.322602,2.810424,-0.557254
4132278.775472,2.848287,-0.683659
4140318.228343,2.814223,-0.732971
4148357.681213,2.733492,-0.669622
4156397.134084,2.830255,-1.076091
4164436.586954,2.574759,-1.035598
4172476.039825,2.547853,-1.416192
4180515.492696,2.318404,-1.579299
4188554.945566,2.303124,-1.865339
4196594.398437,1.988357,-1.541349
4204633.851307,2.114927,-2.091157
4212673.304178,1.936405,-1.822354
4220712.757048,1.808490,-2.280771
4228752.209919,1.704096,-2.392558
4236791.662790,1.292449,-2.267396
4244831.115660,1.162541,-2.519322
4252870.568531,1.251586,-2.263809
4260910.021401,0.985960,-2.460423
4268949.474272,0.898758,-2.667449
4276988.927142,0.683818,-2.567252
4285028.380013,0.549659,-2.529782
4293067.832884,0.512217,-2.881980
4301107.285754,0.364722,-2.732665
4309146.738625,0.111605,-2.588443
4317186.191495,-0.152367,-2.610930
4325225.644366,-0.313489,-2.765622
4333265.097236,-0.340966,-2.792430
4341304.550107,-0.624577,-2.404910
4349344.002978,-0.644228,-2.560657
4357383.455848,-0.928899,-2.536867
4365422.908719,-1.167735,-2.421282
4373462.361589,-1.305545,-2.662079
4381501.814460,-1.285856,-2.205807
4389541.267330,-1.559964,-2.366463
4397580.720201,-1.666030,-2.147689
4405620.173072,-1.789627,-2.239861
4413659.625942,-2.014662,-1.880314
4421699.078813,-2.142146,-2.006879
4429738.531683,-2.143631,-1.828034
4437777.984554,-2.170057,-1.946479
4445817.437424,-2.296869,-1.413168
4453856.890295,-2.509837,-1.531774
4461896.343166,-2.640518,-1.374559
4469935.796036,-2.634543,-1.439649
4477975.248907,-2.730762,-1.053793
4486014.701777,-2.762229,-0.904507
4494054.154648,-2.860136,-0.542181
4502093.607518,-2.812924,-0.493434
4510133.060389,-2.837920,-0.414668
4518172.513260,-2.979520,-0.302078
4526211.966130,-2.835976,-0.152703
4534251.419001,-2.990888,0.125765
4542290.871871,-3.067083,0.231001
4550330.324742,-2.917574,0.119861
4558369.777612,-2.842449,0.709913
4566409.230483,-2.938510,0.696033
4574448.683353,-2.721931,0.878014
4582488.136224,-2.714249,0.709647
4590527.589095,-2.551568,1.302367
4598567.041965,-2.607429,1.421164
4606606.494836,-2.291442,1.615710
4614645.947706,-2.339138,1.489275
4622685.400577,-2.373752,1.756332
4630724.853447,-2.222233,1.992729
4638764.306318,-2.042593,2.044182
4646803.759189,-1.983428,2.032047
4654843.212059,-1.815570,2.231810
4662882.664930,-1.494799,2.433414
4670922.117800,-1.389737,2.146320
4678961.570671,-1.351061,2.305419
4687001.023541,-1.134537,2.518494
4695040.476412,-1.066997,2.412059
4703079.929283,-0.818134,2.721689
4711119.382153,-0.710604,2.895183
4719158.835024,-0.600019,2.280100
4727198.287894,-0.481001,2.250451
4735237.740765,-0.204743,2.659828
4743277.193635,-0.153807,2.565483
4751316.646506,0.089547,2.527576
4759356.099377,0.348902,2.646985
4767395.552247,0.370582,2.549488
4775435.005118,0.740462,2.578318
4783474.457988,0.683239,2.919236
4791513.910859,0.811305,2.621604
4799553.363729,1.049857,2.669685
4807592.816600,1.383984,2.644657
4815632.269471,1.141861,2.250393
4823671.722341,1.492515,2.263600
4831711.175212,1.625274,1.946640
4839750.628082,1.757984,1.976194
4847790.080953,1.954103,2.108213
4855829.533823,2.048974,1.934340
4863868.986694,2.027486,1.770620
4871908.439565,2.161779,1.847846
4879947.892435,2.398286,1.402291
4887987.345306,2.450402,1.656205
4896026.798176,2.538943,1.181340
4904066.251047,2.731391,1.003607
4912105.703917,2.704150,0.863879
4920145.156788,2.788331,0.719781
4928184.609659,2.736566,0.387812
4936224.062529,2.973572,0.483098
4944263.515400,2.889698,0.056845
4952302.968270,2.755574,-0.070606
4960342.421141,2.812537,-0.024996
4968381.874011,2.897022,-0.037475
4976421.326882,2.809305,-0.073215
4984460.779752,2.903065,-0.603428
4992500.232623,2.875642,-0.637651
5000539.685494,2.854797,-0.707058
5008579.138364,2.875397,-0.741958
5016618.591235,2.679837,-1.114311
5024658.044105,2.561391,-1.269973
5032697.496976,2.507330,-1.312641
5040736.949846,2.434843,-1.801036
5048776.402717,2.349680,-1.951300
5056815.855588,2.168893,-1.779613
5064855.308458,2.109375,-1.720321
5072894.761329,1.937775,-1.988249
5080934.214199,1.859601,-2.074215
5088973.667070,1.798268,-2.249482
5097013.119940,1.567673,-2.160525
5105052.572811,1.413193,-2.304488
5113092.025682,1.267412,-2.397552
5121131.478552,1.232379,-2.388871
5129170.931423,1.139663,-2.700193
5137210.384293,0.698635,-2.682561
5145249.837164,0.762681,-2.453849
5153289.290034,0.506835,-2.789295
5161328.742905,0.504739,-2.596086
5169368.195776,0.104946,-2.900497
5177407.648646,0.110583,-2.599379
5185447.101517,-0.025469,-2.601276
5193486.554387,-0.366446,-2.926277
5201526.007258,-0.392273,-2.648615
5209565.460128,-0.598590,-2.445104
5217604.912999,-0.804774,-2.479801
5225644.365870,-0.989174,-2.784761
5233683.818740,-1.115388,-2.621386
5241723.271611,-1.472405,-2.276979
5249762.724481,-1.312910,-2.306282
5257802.177352,-1.585481,-2.535665
5265841.630222,-1.727339,-2.264879
5273881.083093,-1.907707,-2.105430
5281920.535964,-2.025073,-2.180465
5289959.988834,-2.288159,-1.999279
5297999.441705,-2.315256,-1.639047
5306038.894575,-2.427613,-1.485583
5314078.347446,-2.413760,-1.539396
5322117.800316,-2.558801,-1.093584
5330157.253187,-2.577161,-1.117320
5338196.706058,-2.528252,-1.110597
5346236.158928,-2.611014,-0.896922
5354275.611799,-2.738125,-0.891411
5362315.064669,-2.838177,-0.732525
5370354.517540,-2.946841,-0.329406
5378393.970410,-2.823495,-0.252667
5386433.423281,-2.853746,0.041167
5394472.876151,-3.027502,-0.116008
5402512.329022,-2.923692,0.313997
5410551.781893,-2.747996,0.464582
5418591.234763,-2.916871,0.493740
5426630.687634,-2.794050,0.874268
5434670.140504,-2.974069,0.995460
5442709.593375,-2.794291,0.805272
5450749.046245,-2.526932,0.951848
5458788.499116,-2.519847,0.930247
5466827.951987,-2.463505,1.553023
5474867.404857,-2.541422,1.273846
5482906.857728,-2.285635,1.733766
5490946.310598,-2.246352,1.846083
5498985.763469,-2.141963,1.931167
5507025.216339,-1.956717,1.983852
5515064.669210,-1.908640,1.916913
5523104.122081,-1.952576,2.252974
5531143.574951,-1.627706,2.397521
5539183.027822,-1.400705,2.339689
5547222.480692,-1.284927,2.450972
5555261.933563,-1.277250,2.462638
5563301.386433,-0.995003,2.832944
5571340.839304,-0.780716,2.642204
5579380.292175,-0.598794,2.399152
5587419.745045,-0.456588,2.906173
5595459.197916,-0.300909,2.859551
5603498.650786,-0.099642,2.860570
5611538.103657,-0.006726,2.838696
5619577.556527,0.177307,2.569181
5627617.009398,0.479053,2.668599
5635656.462269,0.462588,2.717980
5643695.915139,0.596448,2.658765
5651735.368010,0.849553,2.814105
5659774.820880,0.974615,2.562178
5667814.273751,1.298749,2.425703
5675853.726621,1.324076,2.318193
5683893.179492,1.499364,2.352266
5691932.632363,1.663296,2.284958
5699972.085233,1.684542,1.968503
5708011.538104,2.023991,2.014107
5716050.990974,1.890117,2.072163
5724090.443845,1.993401,1.607593
5732129.896715,2.337434,1.468319
5740169.349586,2.433914,1.784283
5748208.802456,2.545773,1.331412
5756248.255327,2.519355,1.397907
5764287.708198,2.511516,1.207673
5772327.161068,2.686849,1.046373
5780366.613939,2.583917,0.803946
5788406.066809,2.841281,0.727261
5796445.519680,2.686055,0.468190
5804484.972550,2.973371,0.466373
5812524.425421,2.917981,0.198134
5820563.878292,2.843943,0.057901
5828603.331162,2.864067,-0.173669
5836642.784033,2.864246,-0.101335
5844682.236903,2.825324,-0.395761
5852721.689774,2.771190,-0.471295
5860761.142644,2.709126,-0.636353
5868800.595515,2.834700,-0.827004
5876840.048386,2.587834,-0.713252
5884879.501256,2.644943,-0.924519
5892918.954127,2.489643,-1.105651
5900958.406997,2.572956,-1.386311
5908997.859868,2.191964,-1.726754
5917037.312738,2.466284,-2.002226
5925076.765609,2.100930,-1.831572
5933116.218480,2.191905,-1.805827
5941155.671350,1.811903,-2.057764
5949195.124221,1.921938,-1.948084
5957234.577091,1.579409,-2.542931
5965274.029962,1.485588,-2.099589
5973313.482832,1.399941,-2.576714
5981352.935703,1.186691,-2.407163
5989392.388574,1.207794,-2.393850
5997431.841444,1.082729,-2.527362
6005471.294315,0.677803,-2.787781
6013510.747185,0.574880,-2.950536
6021550.200056,0.411763,-2.674464
6029589.652926,0.282924,-2.532301
6037629.105797,0.118763,-2.774395
6045668.558668,-0.137136,-2.693676
6053708.011538,-0.209009,-2.473734
6061747.464409,-0.340421,-2.650470
6069786.917279,-0.469399,-2.427955
6077826.370150,-0.768009,-2.293739
6085865.823020,-0.808856,-2.751335
6093905.275891,-1.014230,-2.671709
6101944.728762,-1.132967,-2.245021
6109984.181632,-1.395016,-2.394039
6118023.634503,-1.461900,-2.414332
6126063.087373,-1.643177,-2.508748
6134102.540244,-1.706720,-2.140538
6142141.993114,-1.867880,-1.822464
6150181.445985,-2.113052,-2.079973
6158220.898855,-2.177304,-1.695490
6166260.351726,-2.342728,-1.629342
6174299.804597,-2.375633,-1.814537
6182339.257467,-2.518348,-1.461575
6190378.710338,-2.672790,-1.320937
6198418.163208,-2.441792,-1.159729
6206457.616079,-2.740825,-0.913941
6214497.068949,-2.893403,-0.750170
6222536.521820,-2.872885,-0.724671
6230575.974691,-2.845975,-0.522701
6238615.427561,-2.832224,-0.434902
6246654.880432,-2.891504,-0.243908
6254694.333302,-2.778600,0.218405
6262733.786173,-2.853394,-0.016423
6270773.239043,-2.888830,0.459354
6278812.691914,-2.809779,0.225762
6286852.144785,-2.679691,0.392019
